unit,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL,label
1,1,0.2480007946879752,-0.014990976083870854,0.002940564716391214,-1.9862485437026594,-1.2255110883069833,0.1643848096036932,-0.27496933118398337,0.04190594279649948,-0.638879167486534,0.838756473224367,0.7382864125217946,-0.015346575263571735,1.1888391492255825,0.5804065715241348,-0.8511559586487257,0.28473513638624603,-1.041330722398123,0.9575720800897426,0.02439950613409133,-0.13054693671474105,-0.7474805151328108,1.2457574709807022,-0.14286090115472933,-0.4064589624902059,127,0
1,2,0.3435714388974095,-0.025528089024506352,0.002678913563071895,-0.05998956284490074,0.2226656772896361,0.5393429972383792,-1.40743974545029,-0.27417864275024484,-0.4013241188860187,-0.6816031128769954,-0.2358507821190123,1.5575003506311296,-0.8967657696652671,1.013955878347222,-1.70999986572247,-0.37119041464228203,0.12457927570517269,0.49476336680037414,0.7599238278714131,0.7464070011796529,-0.34747566037566885,-0.41427712677397627,0.9026289988601482,-0.12476581398433627,126,0
1,3,0.2950757257745288,-0.038465966240883075,0.001920281789093601,-1.7402837048644102,-1.353532351287617,-1.3205143978020581,-0.8370689384693902,0.4227136639761342,-1.0078288046222472,-0.36023499054375807,1.356384216183242,-0.22034521353738226,0.8210266930585444,-0.897930574094926,-0.0005135187456738188,-1.0688983603428663,-0.40300822917553725,0.789838043316843,-1.7663014035079254,0.2967550287902264,0.3012506970137183,-0.6163722254066717,-1.5931384838387204,-0.029428400406884644,125,0
1,4,0.31567569237250975,-0.013237468642112376,0.003996730891691787,2.8173507897840926,0.4356368268224211,-0.7766911467883477,-2.214184948653748,0.4140603827174703,-0.9032338131190286,-0.32219995889226094,-0.5267267024492217,-0.1564546761821943,1.0619039781741002,0.09156979790240558,-0.03590261689048024,-1.0811521008598897,-1.7972435210810818,-0.5578516665052928,-0.03652375904610854,1.9258390392209264,0.14627368283022968,0.9708756784120693,-0.47071298457889776,-1.054343592246342,124,0
1,5,0.3109691250681928,-0.038218544616674746,0.003106288710059889,0.4238845982686017,1.5686204649667048,0.06135313117954333,-1.3122842684133753,-1.3234465433157463,1.7425181864668509,1.5910264490093406,-0.1178623140231589,-0.4316042644693456,1.4286769828060062,-1.0067698995130276,-0.7432592252554338,0.7770666054333188,-0.41005569078457965,-0.0044036278871416035,-0.18582878021256252,0.36182422792605573,1.4251391971590879,-0.017853900321591107,0.6529877714396453,-2.027349268017132,123,0
1,6,0.42587370187669604,0.007536892225633404,0.00114675664944118,-0.32420825722797914,-1.2886614467429522,-0.4178372495229272,0.21691929574751673,1.2750758362940227,-0.6513500801374341,-0.6106698326211347,-2.1145921368616647,-0.17604821699651177,-1.1999039926965613,-0.5532568017635403,-0.7863120271684837,-0.07104556528993139,-1.8132611132385328,-1.3355163931364766,2.230518693810281,-1.2718796485071844,-1.0616099376147192,1.8422290630791007,2.905075608549548,-1.2437224321796265,122,0
1,7,0.3158247130836654,-0.03194573196826979,0.004093168308930595,1.5910061446124872,0.5795084515252108,-0.8002486678268965,-1.2880836502312762,1.333317501460276,0.435484246563557,0.32675726289999707,-1.5761719356043737,0.8945859592458913,0.44828790363147825,-1.215720535484873,-0.3682516746855366,0.39372166382641544,0.11073232255501433,-0.020502525262560578,0.014252920831808513,-0.20806871031392776,0.3269559647192478,1.515391288866987,-2.4838596232515915,-0.2665073598631551,121,0
1,8,0.3033272907929602,-0.04394847646600554,0.0029895839345948534,-1.4074325739746756,1.0002870153206873,-0.18344770018190165,1.2126361220045887,1.0374899568963807,1.6143223299663272,0.6716643486195343,-1.4191996233739053,-0.22511261284359507,-1.024412287789465,-0.48144418109620885,1.752136831861062,0.5804394447455166,-0.6175540595821253,-0.794370210841495,0.05606989488997763,-1.1931200601112582,-0.6441059534684085,0.22567494507730568,1.140559168082661,0.593509218979204,120,0
1,9,0.31916969321767474,-0.010003515061794106,0.0009414639180215906,-0.20442265932212003,1.7363567082606726,-0.691169444531287,-0.7946225993574649,0.20165460344195693,0.6133748468220557,0.016861414099697557,1.3872517370731556,0.902732559738188,0.9120154295121888,0.5679406445299615,2.5794476588836703,-0.18224055145453735,-1.9505158215063672,1.6603495352301527,-0.4756605723399715,0.12755805400872877,1.3916035324022689,-1.6416336582813826,-1.199530488532928,-1.6278618163103915,119,0
1,10,0.29412289163359345,-0.013409619159518538,6.939628945844267e-06,-1.4005267219905144,-1.2003406885965004,-2.3467247849170776,-0.8613550227399298,0.9985135988845889,-0.34538413766344783,0.14440005810449666,1.0994297555818235,1.262257804598936,-0.026348890656647826,1.3346614554757568,0.3203053586623573,-0.8012060384345777,-0.4623341866459185,-1.3741901276514543,-1.0358196354182256,-0.25129444641723087,0.7704362021688761,1.8322290756237214,-1.343843804058793,0.3797137152395844,118,0
